"id","name","cost","converted_cost","type","text","stats","rarity"
187131,"Interplanar Beacon",,0,"Land","Whenever you cast a planeswalker spell, you gain 1 life.\n{T}: Add {C}.\n{1}, {T}: Add two mana of different colors. Spend this mana only to cast planeswalker spells.",,"uncommon"
199407,"Mantle of Tides","{U}",1,"Artifact - Equipment","Equipped creature gets +1/+2.\nWhenever you draw your second card each turn, attach Mantle of Tides to target creature you control.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,"common"
182956,"Seraph of the Scales","{2}{W}{B}",4,"Creature - Angel","Flying\n{W}: Seraph of the Scales gains vigilance until end of turn.\n{B}: Seraph of the Scales gains deathtouch until end of turn.\nAfterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)","4/3","mythic"
188118,"Bulwark Giant","{5}{W}",6,"Creature - Giant Soldier","When Bulwark Giant enters the battlefield, you gain 5 life.","3/6","common"
187140,"Ob Nixilis's Cruelty","{2}{B}",3,"Instant","Target creature gets -5/-5 until end of turn. If that creature would die this turn, exile it instead.",,"common"
192678,"Tranquil Cove",,0,"Land","Tranquil Cove enters the battlefield tapped.\nWhen Tranquil Cove enters the battlefield, you gain 1 life.\n{T}: Add {W} or {U}.",,"common"
187227,"Eternal Taskmaster","{1}{B}",2,"Creature - Zombie","Eternal Taskmaster enters the battlefield tapped.\nWhenever Eternal Taskmaster attacks, you may pay {2}{B}. If you do, return target creature card from your graveyard to your hand.","2/3","uncommon"
183389,"Flames of the Raze-Boar","{5}{R}",6,"Instant","Flames of the Raze-Boar deals 4 damage to target creature an opponent controls. Then Flames of the Raze-Boar deals 2 damage to each other creature that player controls if you control a creature with power 4 or greater.",,"uncommon"
198398,"Tournament Grounds",,0,"Land","{T}: Add {C}.\n{T}: Add {R}, {W}, or {B}. Spend this mana only to cast a Knight or Equipment spell.",,"uncommon"
198440,"Workshop Elders","{6}{U}",7,"Creature - Human Artificer","Artifact creatures you control have flying.\nAt the beginning of combat on your turn, you may have target noncreature artifact you control become a 0/0 artifact creature. If you do, put four +1/+1 counters on it.","4/4","rare"
182836,"Godless Shrine",,0,"Land - Plains Swamp","({T}: Add {W} or {B}.)\nAs Godless Shrine enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",,"rare"
187208,"Teyo's Lightshield","{2}{W}",3,"Creature - Illusion","When Teyo's Lightshield enters the battlefield, put a +1/+1 counter on target creature you control.","0/3","common"
192781,"Cavalier of Gales","{2}{U}{U}{U}",5,"Creature - Elemental Knight","Flying\nWhen Cavalier of Gales enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.\nWhen Cavalier of Gales dies, shuffle it into its owner's library, then scry 2.","5/5","mythic"
183398,"Rubblebelt Recluse","{4}{R}",5,"Creature - Ogre Berserker","Rubblebelt Recluse attacks each combat if able.","6/5","common"
198708,"Turn into a Pumpkin","{3}{U}",4,"Instant","Return target nonland permanent to its owner's hand. Draw a card.\nAdamant - If at least three blue mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"uncommon"
183316,"Tome of the Guildpact","{5}",5,"Artifact","Whenever you cast a multicolored spell, draw a card.\n{T}: Add one mana of any color.",,"rare"
176408,"Golgari Guildgate",,0,"Land - Gate","Golgari Guildgate enters the battlefield tapped.\n{T}: Add {B} or {G}.",,"common"
183372,"Senate Courier","{2}{U}",3,"Creature - Bird","Flying\n{1}{W}: Senate Courier gains vigilance until end of turn.","1/4","common"
183215,"Mirror March","{5}{R}",6,"Enchantment","Whenever a nontoken creature enters the battlefield under your control, flip a coin until you lose a flip. For each flip you won, create a token that's a copy of that creature. Those tokens gain haste. Exile them at the beginning of the next end step.",,"rare"
188319,"Solar Blaze","{2}{R}{W}",4,"Sorcery","Each creature deals damage to itself equal to its power.",,"rare"
192794,"Undead Servant","{3}{B}",4,"Creature - Zombie","When Undead Servant enters the battlefield, create a 2/2 black Zombie creature token for each card named Undead Servant in your graveyard.","3/2","common"
198816,"Embercleave","{4}{R}{R}",6,"Legendary Artifact - Equipment","Flash\nThis spell costs {1} less to cast for each attacking creature you control.\nWhen Embercleave enters the battlefield, attach it to target creature you control.\nEquipped creature gets +1/+1 and has double strike and trample.\nEquip {3}",,"mythic"
199498,"Rage of Winter","{1}{U}",3,"Sorcery - Adventure","Tap target creature. It doesn't untap during its controller's next untap step. (Then exile this card. You may cast the creature later from exile.)",,"common"
198423,"Bake into a Pie","{2}{B}{B}",4,"Instant","Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
198582,"Piper of the Swarm","{1}{B}",2,"Creature - Human Warlock","Rats you control have menace.\n{1}{B}, {T}: Create a 1/1 black Rat creature token.\n{2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.","1/3","rare"
199033,"The Magic Mirror","{6}{U}{U}{U}",9,"Legendary Artifact","This spell costs {1} less to cast for each instant and sorcery card in your graveyard.\nYou have no maximum hand size.\nAt the beginning of your upkeep, put a knowledge counter on The Magic Mirror, then draw a card for each knowledge counter on The Magic Mirror.",,"mythic"
192893,"Chandra's Outrage","{2}{R}{R}",4,"Instant","Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.",,"common"
183360,"Lawmage's Binding","{1}{W}{U}",3,"Enchantment - Aura","Flash\nEnchant creature\nEnchanted creature can't attack or block, and its activated abilities can't be activated.",,"common"
176895,"Grappling Sundew","{1}{G}",2,"Creature - Plant","Defender, reach\n{4}{G}: Grappling Sundew gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy this creature.)","0/4","uncommon"
192505,"Negate","{1}{U}",2,"Instant","Counter target noncreature spell.",,"common"
198979,"Emry, Lurker of the Loch","{2}{U}",3,"Legendary Creature - Merfolk Wizard","This spell costs {1} less to cast for each artifact you control.\nWhen Emry, Lurker of the Loch enters the battlefield, put the top four cards of your library into your graveyard.\n{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)","1/2","rare"
198394,"Gilded Goose","{G}",1,"Creature - Bird","Flying\nWhen Gilded Goose enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\n{1}{G}, {T}: Create a Food token.\n{T}, Sacrifice a Food: Add one mana of any color.","0/2","rare"
188315,"Forced Landing","{1}{G}",2,"Instant","Put target creature with flying on the bottom of its owner's library.",,"common"
192753,"Waterkin Shaman","{1}{U}",2,"Creature - Elemental Shaman","Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.","2/1","uncommon"
175194,"Narcomoeba","{1}{U}",2,"Creature - Illusion","Flying\nWhen Narcomoeba is put into your graveyard from your library, you may put it onto the battlefield.","1/1","rare"
183180,"Rakdos Roustabout","{1}{B}{R}",3,"Creature - Ogre Warrior","Whenever Rakdos Roustabout becomes blocked, it deals 1 damage to the player or planeswalker it's attacking.","3/2","common"
183407,"Thought Collapse","{1}{U}{U}",3,"Instant","Counter target spell. Its controller puts the top three cards of their library into their graveyard.",,"common"
183378,"Junktroller","{4}",4,"Artifact Creature - Golem","Defender\n{T}: Put target card from a graveyard on the bottom of its owner's library.","0/6","uncommon"
199288,"Castle Garenbrig",,0,"Land","Castle Garenbrig enters the battlefield tapped unless you control a Forest.\n{T}: Add {G}.\n{2}{G}{G}, {T}: Add six {G}. Spend this mana only to cast creature spells or activate abilities of creatures.",,"rare"
183218,"Revival","{W/B}{W/B}",8,"Sorcery","Return target creature card with converted mana cost 3 or less from your graveyard to the battlefield.",,"rare"
183314,"Captive Audience","{5}{B}{R}",7,"Enchantment","Captive Audience enters the battlefield under the control of an opponent of your choice.\nAt the beginning of your upkeep, choose one that hasn't been chosen -\n• Your life total becomes 4.\n• Discard your hand.\n• Each opponent creates five 2/2 black Zombie creature tokens.",,"mythic"
188343,"Kasmina, Enigmatic Mentor","{3}{U}",4,"Legendary Planeswalker - Kasmina","Spells your opponents cast that target a creature or planeswalker you control cost {2} more to cast.\n[−2]: Create a 2/2 blue Wizard creature token. Draw a card, then discard a card.","5","uncommon"
187252,"Invading Manticore","{5}{R}",6,"Creature - Zombie Manticore","When Invading Manticore enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)","4/5","common"
176839,"Mnemonic Betrayal","{1}{U}{B}",3,"Sorcery","Exile all cards from all opponents' graveyards. You may cast those cards this turn, and you may spend mana as though it were mana of any type to cast those spells. At the beginning of the next end step, if any of those cards remain exiled, return them to their owners' graveyards.\nExile Mnemonic Betrayal.",,"mythic"
188223,"Mizzium Tank","{1}{R}{R}",3,"Artifact - Vehicle","Trample\nWhenever you cast a noncreature spell, Mizzium Tank becomes an artifact creature and gets +1/+1 until end of turn.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","3/2","rare"
183189,"Senate Guildmage","{W}{U}",2,"Creature - Human Wizard","{W}, {T}: You gain 2 life.\n{U}, {T}: Draw a card, then discard a card.","2/2","uncommon"
198372,"Rankle, Master of Pranks","{2}{B}{B}",4,"Legendary Creature - Faerie Rogue","Flying, haste\nWhenever Rankle, Master of Pranks deals combat damage to a player, choose any number -\n• Each player discards a card.\n• Each player loses 1 life and draws a card.\n• Each player sacrifices a creature.","3/3","mythic"
176891,"Devkarin Dissident","{1}{G}",2,"Creature - Elf Warrior","{4}{G}: Devkarin Dissident gets +2/+2 until end of turn.","2/2","common"
176689,"Centaur Peacemaker","{1}{G}{W}",3,"Creature - Centaur Cleric","When Centaur Peacemaker enters the battlefield, each player gains 4 life.","3/3","common"
183347,"Chillbringer","{4}{U}",5,"Creature - Elemental","Flying\nWhen Chillbringer enters the battlefield, tap target creature an opponent controls. It doesn't untap during its controller's next untap step.","3/3","common"
198574,"Welcome Home","{5}{G}{G}",1,"Sorcery - Adventure","Create three 2/2 green Bear creature tokens. (Then exile this card. You may cast the creature later from exile.)",,"uncommon"
183326,"Eyes Everywhere","{2}{U}",3,"Enchantment","At the beginning of your upkeep, scry 1.\n{5}{U}: Exchange control of Eyes Everywhere and target nonland permanent. Activate this ability only any time you could cast a sorcery.",,"uncommon"
192224,"Chandra, Novice Pyromancer","{3}{R}",4,"Legendary Planeswalker - Chandra","[+1]: Elementals you control get +2/+0 until end of turn.\n[−1]: Add {R}{R}.\n[−2]: Chandra, Novice Pyromancer deals 2 damage to any target.","5","uncommon"
189037,"Vraska, Swarm's Eminence","{2}{B/G}{B/G}",4,"Legendary Planeswalker - Vraska","Whenever a creature you control with deathtouch deals damage to a player or planeswalker, put a +1/+1 counter on that creature.\n[−2]: Create a 1/1 black Assassin creature token with deathtouch and ""Whenever this creature deals damage to a planeswalker, destroy that planeswalker.""","5","uncommon"
192789,"Yarok's Wavecrasher","{3}{U}",4,"Creature - Elemental","When Yarok's Wavecrasher enters the battlefield, return another creature you control to its owner's hand.","4/4","uncommon"
192622,"Ogre Siegebreaker","{2}{B}{R}",4,"Creature - Ogre Berserker","{2}{B}{R}: Destroy target creature that was dealt damage this turn.","4/3","uncommon"
188893,"Wall of Runes","{U}",1,"Creature - Wall","Defender\nWhen Wall of Runes enters the battlefield, scry 1.","0/4","common"
188853,"Despark","{W}{B}",2,"Instant","Exile target permanent with converted mana cost 4 or greater.",,"uncommon"
183058,"Blade Juggler","{4}{B}",5,"Creature - Human Rogue","Spectacle {2}{B} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)\nWhen Blade Juggler enters the battlefield, it deals 1 damage to you and you draw a card.","3/2","common"
192900,"Maniacal Rage","{1}{R}",2,"Enchantment - Aura","Enchant creature\nEnchanted creature gets +2/+2 and can't block.",,"common"
198986,"Fervent Champion","{R}",1,"Creature - Human Knight","First strike, haste\nWhenever Fervent Champion attacks, another target attacking Knight you control gets +1/+0 until end of turn.\nEquip abilities you activate that target Fervent Champion cost {3} less to activate.","1/1","rare"
